entity_id,ip,geo_country,asn,asn_org
,10.20.1.169,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.1.170,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.1.171,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.1.172,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.1.173,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.1.174,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.1.175,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.1.176,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.1.177,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.1.178,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.1.179,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.1.180,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.1.181,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.1.182,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.1.183,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.1.184,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.1.185,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.1.186,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.1.187,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.1.188,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.1.189,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.1.190,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.1.191,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.1.192,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.1.193,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.1.194,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.1.195,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.1.196,US,64533,Synthetic US Transit Cooperative 2
,10.20.1.197,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.1.198,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.1.199,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.1.200,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.1.201,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.1.202,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.1.203,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.1.204,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.1.205,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.1.206,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.1.207,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.1.208,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.1.209,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.1.210,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.1.211,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.1.212,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.1.213,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.1.214,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.1.215,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.1.216,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.1.217,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.1.218,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.1.219,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.1.220,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.1.221,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.1.222,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.1.223,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.1.224,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.1.225,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.1.226,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.1.227,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.1.228,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.1.229,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.1.230,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.1.231,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.1.232,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.1.233,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.1.234,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.1.235,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.1.236,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.1.237,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.1.238,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.1.239,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.1.240,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.1.241,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.1.242,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.1.243,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.1.244,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.1.245,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.1.246,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.1.247,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.1.248,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.1.249,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.1.250,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.1.251,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.1.252,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.1.253,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.1.254,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.2.1,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.2.2,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.2.3,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.2.4,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.2.5,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.2.6,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.2.7,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.2.8,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.2.9,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.2.10,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.11,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.2.12,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.2.13,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.2.14,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.2.15,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.2.16,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.2.17,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.18,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.2.19,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.2.20,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.2.21,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.2.22,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.23,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.24,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.2.25,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.26,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.2.27,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.2.28,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.2.29,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.2.30,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.2.31,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.2.32,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.2.33,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.2.34,US,64532,Synthetic US Transit Cooperative 1
,10.20.2.35,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.36,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.2.37,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.2.38,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.2.39,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.40,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.41,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.2.42,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.2.43,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.2.44,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.2.45,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.2.46,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.47,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.48,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.2.49,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.2.50,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.51,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.2.52,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.2.53,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.54,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.2.55,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.2.56,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.2.57,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.2.58,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.2.59,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.2.60,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.2.61,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.2.62,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.2.63,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.2.64,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.2.65,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.2.66,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.2.67,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.2.68,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.69,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.70,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.2.71,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.2.72,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.2.73,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.2.74,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.2.75,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.2.76,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.77,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.2.78,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.2.79,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.2.80,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.2.81,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.2.82,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.2.83,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.2.84,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.2.85,US,64533,Synthetic US Transit Cooperative 2
,10.20.2.86,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.2.87,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.2.88,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.2.89,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.2.90,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.2.91,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.2.92,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.2.93,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.2.94,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.2.95,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.2.96,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.2.97,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.2.98,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.2.99,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.2.100,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.2.101,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.2.102,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.2.103,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.2.104,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.2.105,US,64532,Synthetic US Transit Cooperative 1
,10.20.2.106,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.107,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.2.108,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.2.109,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.2.110,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.2.111,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.2.112,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.113,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.114,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.2.115,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.2.116,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.117,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.2.118,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.2.119,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.2.120,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.2.121,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.122,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.123,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.2.124,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.2.125,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.2.126,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.2.127,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.128,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.2.129,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.2.130,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.131,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.2.132,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.2.133,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.2.134,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.2.135,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.136,US,64532,Synthetic US Transit Cooperative 1
,10.20.2.137,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.2.138,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.2.139,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.2.140,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.141,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.2.142,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.143,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.2.144,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.2.145,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.2.146,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.2.147,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.2.148,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.2.149,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.150,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.2.151,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.2.152,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.2.153,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.2.154,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.2.155,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.2.156,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.2.157,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.2.158,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.2.159,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.2.160,US,64532,Synthetic US Transit Cooperative 1
,10.20.2.161,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.2.162,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.2.163,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.2.164,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.2.165,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.2.166,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.167,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.2.168,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.169,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.2.170,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.2.171,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.2.172,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.173,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.2.174,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.2.175,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.2.176,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.177,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.2.178,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.2.179,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.180,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.2.181,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.2.182,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.2.183,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.2.184,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.2.185,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.2.186,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.2.187,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.2.188,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.2.189,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.190,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.2.191,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.2.192,US,64533,Synthetic US Transit Cooperative 2
,10.20.2.193,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.194,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.195,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.2.196,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.197,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.2.198,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.2.199,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.2.200,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.2.201,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.2.202,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.2.203,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.204,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.2.205,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.2.206,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.2.207,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.2.208,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.209,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.210,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.2.211,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.2.212,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.2.213,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.2.214,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.2.215,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.216,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.2.217,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.218,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.2.219,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.2.220,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.2.221,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.2.222,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.2.223,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.2.224,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.2.225,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.2.226,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.2.227,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.228,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.2.229,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.2.230,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.2.231,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.2.232,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.2.233,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.2.234,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.2.235,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.2.236,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.2.237,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.2.238,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.2.239,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.2.240,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.2.241,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.2.242,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.2.243,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.2.244,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.2.245,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.2.246,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.2.247,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.2.248,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.2.249,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.2.250,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.2.251,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.2.252,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.2.253,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.2.254,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.3.1,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.3.2,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.3.3,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.4,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.3.5,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.3.6,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.3.7,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.3.8,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.3.9,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.3.10,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.3.11,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.3.12,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.3.13,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.3.14,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.3.15,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.3.16,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.3.17,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.3.18,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.3.19,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.3.20,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.3.21,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.3.22,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.23,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.3.24,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.3.25,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.3.26,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.3.27,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.3.28,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.3.29,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.3.30,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.3.31,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.3.32,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.3.33,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.3.34,US,64532,Synthetic US Transit Cooperative 1
