source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00000213,e0b1b9610f59105f4f50a2491e300aab7fa68884647c7f4e0774d536df64e8fd,A,,background,weak,,none,
R00000214,b3665bd8585413fa7e0797c2c2fd8b6828550802b35760d6d208c929d0f6f79e,F,F-11,scenario_support,,graph,strong,
R00000215,3bef41c238d14a86bb7a1fb98323d24d6db77165c58c609275e01ffe0603f4ef,F,F-14,scenario_support,,graph,strong,
R00000216,49ca5072d603188de989307db9284d3544fa97565039784310a305c03ecfc60b,F,F-18,scenario_support,,graph,strong,
R00000217,db96159724e4dc353d37bb6aa4160e4e81ef87e1b391688dc521593a81d64fae,F,F-18,scenario_support,,graph,strong,
R00000218,557a7e7b67dd7e020bc455bd16eb33c0c24294422f35f2b4f97813a80556ada9,F,F-11,scenario_support,,graph,strong,
R00000219,6d4ffd26364021bd8603a2d19506de1bd337921e7fc8b7560d54455f9d375750,F,F-14,scenario_support,,graph,strong,
R00000220,aefe47a2f2783fe268ff672599d0c875de462838d63fd9a8a2e0f868ce4b9257,A,,background,weak,,none,
R00000221,e42b5443968f0c9d82ba3e7f3a72ea89468a34792617b61f7d5b692ecae3fc51,F,F-11,scenario_support,,graph,strong,
R00000222,5b5850ff8f5c25c9c9e8ce21863048dc8fd0e8c151a50c0d504b8fb14f33f31c,F,F-18,scenario_support,,graph,strong,
R00000223,ac5ea1ff8c019b3e40de04c0d2a48f4057e76b95713cb6b7e0820c64aac817ab,F,F-14,scenario_support,,graph,strong,
R00000224,9554261f423fd20129bb9fe25c66d52f973e5c410b587e77c1f52e595ae99af5,A,,background,weak,,none,
R00000225,25c2e0640e7e20e649ff8f70ab1e1e1229ca9d2c3a1fb5c8dfc7897b4f265547,F,F-14,scenario_support,,graph,strong,
R00000226,5682979c55fd247052f6aaa05c94604cd11055044fc0c5d62205a0b963f24d09,F,F-11,scenario_support,,graph,strong,
R00000227,52e9d66e2614aa5832d93d17bdad88b01719a6386c4c2445d53d599b2b48ec3a,F,F-18,scenario_support,,graph,strong,
R00000228,2788af7f42093bb7b418575768672dc71ffd71aaeadc06913241344a1c1196b1,A,,background,weak,,none,
R00000229,95427fa715c4367272d5b935c06503db2faea851a29e577c13711dcf69ad2ec4,F,F-11,scenario_support,,graph,strong,
R00000230,0dfd39cd6d7c9600bdc447220832108362d5f8af10e9868653fb712bf647d7cd,F,F-14,scenario_support,,graph,strong,
R00000231,278584afb7d9945a6cdfde8c83607d0f71e6b6f7c9c2acef30498c1aa4c9944f,A,,background,weak,,none,
R00000232,c1edc546259d9997eefdac5fb306fd0cb27406067ecacc4fdc94cd339a3f4540,F,F-11,scenario_support,,graph,strong,
R00000233,640bab7afd48d5c07dc8455e50e15596801a32ec5058a5f2a2596c3f5cd6ee19,A,,background,weak,,none,
R00000234,1f5492077f224a808593c1ac8fd23a88cc93d48e899eb9fcf355e07bc041fc91,A,,background,weak,,none,
R00000235,27fe79c45cded91d7f60323d753f47bbb1a25c99a9a9bd282381e1b1505bbbd9,F,F-11,scenario_support,,graph,strong,
R00000236,3e4562997805cadf40920c38f4305195cf16b76471c90e5379f27f49fcc1577d,A,,background,weak,,none,
R00000237,00b2bf3d65f029de56fcccd37d711f71a31e0beeaba511682ded5626c0bf8d9c,F,F-11,scenario_support,,graph,strong,
R00000238,205aa0794ee0416b5c2eb539b60b30fd47cd7645df5be44addc085ffcb1bc9b5,A,,background,weak,,none,
R00000239,cd2db79be7ec9efbf0715e37c7b0307df76d5b14eee798f48b2e9f5b5ff07de5,F,F-11,scenario_support,,graph,strong,
R00000240,fe1a8e421a5880c5e0bf378f0b2bbb502d5f83290a12a7045bdc066a762bd321,A,,background,weak,,none,
R00000241,25c666ee3f7ad83fa1f84fdb0c3d30a7886cff6d449025a11df2456a9b0beb54,A,,background,weak,,none,
R00000242,0bb6e039b5181af1a6eb8abf325275be7c2d62cd4bd6d484d0bfcb38dc3b1476,A,,background,weak,,none,
R00000243,cb15b38f581dfd950305c8f7eee3f95bf5141530c4cffe725ad263799cf495b9,A,,background,weak,,none,
R00000244,c413a38e105d01f988b664eb682282669154caa83938133e97cb5ce8a0e27466,A,,background,weak,,none,
R00000245,a6280cdce3c5c98bdd160fdff45088712594e93c736d21b57e79f4d52afb7ec4,A,,background,weak,,none,
R00000246,6ee1f0c344de68eb53d00deaecb640dfd97a3817ffc22a36368c1ae0fd0125b2,A,,background,weak,,none,
R00000247,266907e6b30443af7914f2ad8a6b5849cf7665869b1418930ea649fcf3ce7a1c,A,,background,weak,,none,
R00000248,cdccf4a80fc601d5714ee5dbee8a1a2197f3680b3562af5107c5881b0736be71,A,,background,weak,,none,
R00000249,0f4bf3cec1308d5e63da4e0450ef779f1c0ce4726d8dda9903130766f99df1f3,A,,background,weak,,none,
R00000250,abf61f685b35b70e2b57611b29aff18efb636dba92fd9e0a55b7298e6a0e9bc5,A,,background,weak,,none,
R00000251,03e122b2cc683172c9b9243aefca20ea8d277751e7a38705d6fe5e19c8a749dd,A,,background,weak,,none,
R00000252,259746051a60feef6910fee918d96aa1a4d74db722fcde8b0d01a8e886d98dd6,A,,background,weak,,none,
R00000253,fc421bd1c69181f7be931ea410b6eee6632cae2e0f59593027cd1737c85eff80,A,,background,weak,,none,
R00000254,1e9227ca2c2414c123f1a9da85da9facaaa3df31ddd8a3b5ad8cc31c292d81bd,A,,background,weak,,none,
R00000255,b685bf991178a2b6626652dd767f03a39e0056463cc24fa39f3f68f6581df9cb,A,,background,weak,,none,
R00000256,1e9227ca2c2414c123f1a9da85da9facaaa3df31ddd8a3b5ad8cc31c292d81bd,A,,background,weak,,none,
R00000257,6f5592f1630676e3e4b4c2b4ecb25d74741ef00634aca2e05f042713a2fb1b6d,A,,background,weak,,none,
R00000258,7d669d499c3622cecef75882391c569708bbb5483e8fb4a43ab22bff2311284d,A,,background,weak,,none,
R00000259,4f3305e0b825dd635fcb0183a5f09dbf7c52c86d1a4bc7ca53dadfa767925091,A,,background,weak,,none,
R00000260,8cdfc56bd018e9f86b3ad8e75275d0253b862cab211ecd9b13e48d8e5f2a4c3d,A,,background,weak,,none,
R00000261,641ba9f414093ff6648cebb5f4a7bb3ef10631caca2629eb88185296f55c9314,A,,background,weak,,none,
R00000262,7922c7d60feefdc2d49e61c90b3e2c0d7beb52be8d68bd01d5a887be2e163ae4,A,,background,weak,,none,
R00000263,12732eec76de0af3350d9da9ba98918e580182a3bedb6c93c6703b5d5536710f,A,,background,weak,,none,
R00000264,a33235fa6d0b44a2a35298a315a561f1472cf82bbeda5216049acd3ffbbe39fe,A,,background,weak,,none,
R00000265,535df6f930ada768abe87ec57009a1cd2b44bc12b2cbb0438fbab77794e20e00,A,,background,weak,,none,
R00000266,912973bbbe0ab3faa6bb6fcca9f8150702d7b16446a9b6d9707152e7bcd6a0ae,A,,background,weak,,none,
R00000267,75c8446d5c46325b709908c809096bace5b47ca72cfddc6bd1055b291c574156,A,,background,weak,,none,
R00000268,a0fd7e9613955b2eed69491732de95072294fdd58209b3a05d3991f8a3c2be6e,A,,background,weak,,none,
R00000269,51980a7420c4e34c1f9c8f387146c3cdfbd86491c1c3aebf6f83c31097bc57ab,A,,background,weak,,none,
R00000270,3ee5cb4b8bc73d6acf14c06b0fa66a8f79953c25c6b2db9c485b111313be296f,A,,background,weak,,none,
R00000271,681ea2395b86858c69319e492eed41a1d8bc6d51814c9300e2e877d5df309386,A,,background,weak,,none,
R00000272,33a60aad406b2f56ca986058c5149e31be5e1844413c056554b8166543e09256,A,,background,weak,,none,
R00000273,73b155d7dd98d8dfeff053e714324d9775f6648e33c1dbae698fecfca3e40212,A,,background,weak,,none,
R00000274,365069143b082badc83f0ffba72cb1118f496fd8628e159d5b8dbc3007e72f81,A,,background,weak,,none,
R00000275,f56909101ddf64dafaafcae3400fa9e08fd2ff533f7e2e403ee16a71471a214f,A,,background,weak,,none,
R00000276,bc64ddaf3944275a3da88c0c1b1bcc63271376cb9a43db531f05d6bad3789414,A,,background,weak,,none,
R00000277,9a62931a8034274fdcbde9a335ad1fdcee35107e7385c6749c86d3e8cf5002bf,A,,background,weak,,none,
R00000278,d93a958cdb4e03124c906a24c2d36fcf05c755b94681ad9091b262d05d899fd0,A,,background,weak,,none,
R00000279,9c4e3edf16bb1c1e3227d6834f95c11da18d08ad14b8663af414e7576254e49e,A,,background,weak,,none,
R00000280,dc721ca168c35728fe146e452ad9e19e46bd0cbcde1195d51fb3052168f62df9,A,,background,weak,,none,
R00000281,ff8ff855c4b17aec778e99b7dd3ec0664948589bf6d9d6c269cd91de9e6e5205,A,,background,weak,,none,
R00000282,4b797ef76103b5bdb075a8491d05a24f33fa5692725df79175f16e1c41cb79b3,A,,background,weak,,none,
R00000283,5a8925c26eac3d948b7bf276244cfaffbd0a49bce3627249c7f1ba78a3c11308,A,,background,weak,,none,
R00000284,4a6cd8402702027b6d1e677b4d0906e0fbc2f70d3690f9dfeeda1ec82724de8e,A,,background,weak,,none,
R00000285,76bbc2c473c6b22914b961c5ce3f02739977cda7ecbea7433ee8a3696ba7eb77,A,,background,weak,,none,
R00000286,c95bc6887401a466ef4061b2db2719eeafc84909cb297109987d0fb1e9528b09,A,,background,weak,,none,
R00000287,cabd8a092ce22028f3babf945d3d8232fd0fa9e749dedad37c539e51f8f3fc8b,A,,background,weak,,none,
R00000288,9bc9a91d9fdca30ffc2dab9ce4b16b1b7673616ab4e04c76b92ff7aafc233416,A,,background,weak,,none,
R00000289,9bc9a91d9fdca30ffc2dab9ce4b16b1b7673616ab4e04c76b92ff7aafc233416,A,,background,weak,,none,
R00000290,f3026c4442c488224f3dc15b889003c6eb8ee552cd9ee7f2a9abb35633b828c0,A,,background,weak,,none,
R00000291,3820b7062c4eb532c4024b4eee1c57a339c26379387af9e6c2c31c2ac0e3f99e,A,,background,weak,,none,
R00000292,0e026698dc1fc46d477e8382b3cf2d92be380be8080ec28951213a7397734041,A,,background,weak,,none,
R00000293,01b4b770d7b02c9dbbb1ab6d21e55bb3307c50e732ed449c87840c299f12ee0e,A,,background,weak,,none,
R00000294,ace7f50bca9038a27cfc8de4feccefecdef33c5de1de8f4dfe78f2787a2661b3,A,,background,weak,,none,
R00000295,14f3dc9708f8b728fe48a6a817564b5ea45815e50a9fa6cd17a0d7a4ec8439b8,A,,background,weak,,none,
R00000296,5e2db80e0aabed29d5735e6f00f8ba26078acf3f35bbd34348f785077134e035,A,,background,weak,,none,
R00000297,1d050d4b9e4f11fcb8b5f2f22a6f3ba25d2aa386f5a4ade7ebe6defc40a0260a,A,,background,weak,,none,
R00000298,e5ba94658b93ecb69620f16cb008c0eb001840fc79933f0d010a11255372e070,A,,background,weak,,none,
R00000299,f116d2e1ad2a35adcb8eeb21c9f057cc24678b30513fe5962a972f97ec9ae896,A,,background,weak,,none,
R00000300,1c90d841f6c2be986a40c1d72b914a4d6e19df15ee561623d81739d01036ea39,A,,background,weak,,none,
R00000301,c1d03515c89e1ad866cb314250a0cdab888dfea7040d6e557696c79017fe6982,A,,background,weak,,none,
R00000302,6527a6da4febd337dddc00779a7d1455455fc54d77b75c9dfd14924482e4938f,A,,background,weak,,none,
R00000303,069eacc5885d0eba2a9489871c88b717027b717ea51cd951e2d9908d6ee47bc4,A,,background,weak,,none,
R00000304,ff93eb560ed411a53241f079396c90a4682a7762b9fd0461ca7de7cf0845264e,A,,background,weak,,none,
R00000305,c928eda80882225209d0b7c652f4e84dbe5aed088046025648b947b3dc8f66ba,A,,background,weak,,none,
R00000306,bccdb724ba300b8e449828222166821160c0f440687079cabbc121e49c57a6d1,A,,background,weak,,none,
R00000307,ffc331f3536c62ef94007d62d2a34c103e5c181bf15e28ac8decec5e5c77aa9d,A,,background,weak,,none,
R00000308,910336a79fb7be4aec1a0b1851b3c4c8f79dbe309560afff66957c096b84cb52,A,,background,weak,,none,
R00000309,fa4d0ef66b22329f510c3b6329b48c21c6f9e756dbb9cf20baf4f8a6f0a7539b,A,,background,weak,,none,
R00000310,aee5e4e773efc956d619d459d0c64d93e8455c3acd6c2a1dd4069ee1c8e01171,A,,background,weak,,none,
R00000311,adced0632731e9f8bc9d19b6e643bbcf52eb418a1a2cc49534ff7656f1e02f2f,A,,background,weak,,none,
R00000312,36e8609e731d7038b75e63477b5efb302d1b28ce41dbd3ff4f7e469f458d7984,A,,background,weak,,none,
R00000313,e56b118221251f944a57907420ce546cfc706c9eaa755d2a1672ab97bb28d5fe,A,,background,weak,,none,
R00000314,e51d1a0f8a4e5aacf17a174a1f88d9d023ad981b0618b07581a94aeb5c339c8e,A,,background,weak,,none,
R00000315,e858749868518b1cc72cb6bbbc233d64600b21e5a4c735c0ab02783b25d84aed,A,,background,weak,,none,
R00000316,c4ab3d42eb57ee60790ba22738f52a63ebc6d89b61be14e683337e4c8a492ea9,A,,background,weak,,none,
R00000317,51dcfc192b6694b8d98606e028ccd04d2350b30ff0c7a2c541f06fe07a199726,A,,background,weak,,none,
R00000318,da02d22abc8e5882f2a4abc23945e6dbd19fe5db4876fc9220fd526ad5ef379d,A,,background,weak,,none,
R00000319,0553c36997e36259259858fa4b668e757c7f2a1e5de1f3caf8101fe826f388fe,A,,background,weak,,none,
R00000320,517cb6e05b6367d59317b1c54404ff6feca7c923cf4cfe69484c37ec98cda504,A,,background,weak,,none,
R00000321,d097905decb359e4f28b1f5fb008168e858978c0d77a1a84c86427309e3a979d,A,,background,weak,,none,
R00000322,fa28abdaa19cf0750834fe1a7abdf4cb859e4378d8cee5c65c2235ac08b629f1,A,,background,weak,,none,
R00000323,99c3639553e8813d0170e4f10573fc3df12576d5dc072d3eb4fe972dbe0081a8,A,,background,weak,,none,
R00000324,eb217e957fdd1bdb25423ea340e9105157527dabd8f390d8c30092d7be5da7fe,A,,background,weak,,none,
R00000325,0aab8a94f2b315794eee55daf75654968d447737a76547ec46005200b6164d54,A,,background,weak,,none,
R00000326,99511c0678612d36b1a92ca36b1cbe16266756898d993649095b3c6405391f2b,A,,background,weak,,none,
R00000327,561c0b4c6d5d91e4f88078b7ec423b5dd6f4e332d4fb6c1ff3ea089fe4bd8598,A,,background,weak,,none,
R00000328,eb2c00660c4a2638a3cd747a1605f625e371786f606d7bbadd123fab6e5fc4f8,A,,background,weak,,none,
R00000329,9748228b6442cb6f912ae299b4d1fc3b7ab279179e78e8a91bbd2dc49e99e48f,A,,background,weak,,none,
R00000330,9d513b4c53ecb76057210cef67598119d29d8be06a0301d898f60cbdf7068ad6,A,,background,weak,,none,
R00000331,caf8d22104836033d69b46c36691d2da2b45fae04304046256445646bbde28c8,A,,background,weak,,none,
R00000332,17916bfa5a4f4d769ce54dd625fa029fdf5b5b648d3da1cd2a1999a60b709f77,A,,background,weak,,none,
R00000333,9d46ce7c3c4bc755e111ac5d1b0dec824e6f85fbb67a0715c73ac8bf044b66db,A,,background,weak,,none,
R00000334,e22a91ce6de33ebef7e664a38674c6221300770531d124d120a7c314b70b8b68,A,,background,weak,,none,
R00000335,8e901f020e6cc6c514980b707c964b9a228f5f3580005805c3d9256145e68fad,A,,background,weak,,none,
R00000336,e99f3235630840563535f5667db72534006ae4dec65b4a6a4d2bd6a3d0cd9a86,A,,background,weak,,none,
R00000337,b303957e549d0a8397d9703e89ff6e996ea096496b3f0ec71da8de6044cbc98b,A,,background,weak,,none,
R00000338,a4abd64aef17ad69db8874f2698b2d98a88af92711f50ac56f05703d9641cb4f,A,,background,weak,,none,
R00000339,b9c18e10b44b65e17f651282b25bf323f1f3b7da720eb6e0b338b02bf195370e,A,,background,weak,,none,
R00000340,86e6a94d0ec320c2ffc5360106134acbd775f4f5cd601fc3227e125bb77161eb,A,,background,weak,,none,
R00000341,73c8c1ab18f61c2a1704cbc33f7031eff08ef4f6a5bb0765e7652f0617046287,A,,background,weak,,none,
R00000342,ef32e2eb7d298042e4fddc1819ea9177525ca4ccdc677628e0cf919846f016ee,A,,background,weak,,none,
R00000343,09eebb1b797a540ff758942ba4003c72a7aaa2c6df9dcd5ab3ffe575d9775b37,A,,background,weak,,none,
R00000344,1138065c869ad23ce3149d689d1238559a1c3ce22875584140f03c697c32a53b,A,,background,weak,,none,
R00000345,aa69ae63717268e5ed2b17cd0b0c2763e3db5a03f4378293ce62066ee48683cd,A,,background,weak,,none,
R00000346,51c92220f5fbecafeff3a23e77c88baced871b77665b142b78e729f5dc66b6b3,A,,background,weak,,none,
R00000347,a89e9de04979a69cd2f8206e26dbc23a35d04325845c53ba8ad52aba5d6e3e9c,A,,background,weak,,none,
R00000348,09eebb1b797a540ff758942ba4003c72a7aaa2c6df9dcd5ab3ffe575d9775b37,A,,background,weak,,none,
R00000349,0ceccf3131e89150a5fdc7230e1180aaa3ca4fa7e75f5a2bfdc7db16a70790ac,A,,background,weak,,none,
R00000350,b0ae9a7ace492f2eddfc92dde7e00ea274edaa978b70dc61f7514889ada7d80e,A,,background,weak,,none,
R00000351,7c508d12e8b1e8640ba612986da3fa5e0245cc46014fd374f22c308e1551b9bf,A,,background,weak,,none,
R00000352,ea10f4c91018bef517469519e02e30266ffaea151ff9ac2e1850e9c70dd71791,A,,background,weak,,none,
R00000353,925bd7d077778bd0c01a180ca0de831369c3a22a301866cafadc9baf30b356ae,A,,background,weak,,none,
R00000354,f4682ba28f7c88efa540c8e7c0cdad8eac46839430e95b1310f0ff2506490ef0,A,,background,weak,,none,
R00000355,44cd8f9d35e1eb93fa616398b5c4ff19b88a74061cc46617f0fb384aa5233b65,A,,background,weak,,none,
R00000356,ee983e79f7020409dec48f33c1f6ac20e0b14f042e5b79da5db64a7caaabbbd5,A,,background,weak,,none,
R00000357,faede0f44217fccd4c2ce9fcd77da1c63854d92af9ec71a568d2641a6d05e571,A,,background,weak,,none,
R00000358,0589d2922599c539e13aa425010378ac815f94853a023d42b46c082278f535ce,A,,background,weak,,none,
R00000359,c7ea0c5ce6faf1b1b9aff666dcabdd1e8cf2f887aae31f547a8de8dcb204af09,A,,background,weak,,none,
R00000360,5a4989128c85192d2051626175f063c428da6769de3985e08dedc9f4754e4a40,A,,background,weak,,none,
R00000361,9fc64cba60673194a197cd3daa7be8cb0e6125aeada918a01d14b0fd591209d8,A,,background,weak,,none,
R00000362,6d93ba09f2dc8501eff3ea13822c5e2fc6fb276c54c093530e356c6f9eb2ff4b,A,,background,weak,,none,
R00000363,c639c02378002f523e2b02765478affbaca9ee527136f9e47ff7187395c05aad,A,,background,weak,,none,
R00000364,9c68a24365a5270b97112d25422e051ae0041f5ee1d9a6d26cb618594572e3d2,A,,background,weak,,none,
R00000365,34dea3f49ce0fa42329eb8e27d9a170ee1dfd097358e993d93b55b0485beae33,A,,background,weak,,none,
R00000366,399d574f07d784f5ad9e4313578ec667fca0c87f29f8f5bd6710c87c0de6d2f8,A,,background,weak,,none,
R00000367,26f075f49e2cbdc0ea20c145286ac84e86545e7b5d11bc4e916db350923b8b6c,A,,background,weak,,none,
R00000368,26f075f49e2cbdc0ea20c145286ac84e86545e7b5d11bc4e916db350923b8b6c,A,,background,weak,,none,
R00000369,0e9980e3ff7d61062949f70af17209e129c0c87e7e71ba2c14b419f903b4293c,A,,background,weak,,none,
R00000370,016094d3482f13d350454348b5c94490808579c0862ac15b8565b15334e61fa4,A,,background,weak,,none,
R00000371,ecf840a3ef0ba680efc17ecf1a597a9a291716e8ce2663d5ef2af70d3801b78d,A,,background,weak,,none,
R00000372,8015b5e1241118828b3d748cc404770c9246596f426227b52540135bc4b4ca4d,A,,background,weak,,none,
R00000373,e0255d5910c2c470965c22ecc436c5c14418e70cacabddbd65fc200584186bad,A,,background,weak,,none,
R00000374,6f88e007ba97ca329cdd70628ec387339f861b277b918354bd6fd32f06629a06,A,,background,weak,,none,
R00000375,d47b100653210b2d693bc22601faba7536aa716b1f2e995eb321390cb4fa8e31,A,,background,weak,,none,
R00000376,c07c310c1f6c8b47a00b2c76b4e7ca0afda3681f759cd4f4b043116068517ac3,A,,background,weak,,none,
R00000377,9b34d067a608904d1e8ba4e9706fcf0e3c0afdec028da1292454c338559c9a42,A,,background,weak,,none,
R00000378,d99389dd2b414766030da480f279e5dcefb8cd0edf5261012acf1ba617471cf0,A,,background,weak,,none,
R00000379,3b756fc45fb03cbd18cc8c538de1b2374753410528133289ff2d3f8185ce2f4b,A,,background,weak,,none,
R00000380,587e760abce2cd0f3501f79b8b18db1fb94b4fc46405408e750adce64358c9ff,A,,background,weak,,none,
R00000381,587e760abce2cd0f3501f79b8b18db1fb94b4fc46405408e750adce64358c9ff,A,,background,weak,,none,
R00000382,ce3d811d65f68366a9557916fd8af6708547987c9060302d50cea25a077569f8,A,,background,weak,,none,
R00000383,d1d13b01877a4cc2e383257e5848b83102a80990112e4dca1b9355798aa51383,A,,background,weak,,none,
R00000384,d1d13b01877a4cc2e383257e5848b83102a80990112e4dca1b9355798aa51383,A,,background,weak,,none,
R00000385,c3bd7b326597e05832152796a877c23e5cc9aff03b04ab681ced759456f541b7,A,,background,weak,,none,
R00000386,152ed75f0a70edf27ea82193110c90b4ff3ec82ada09bc55a0b0b22a774bbf07,A,,background,weak,,none,
R00000387,00cb6384f4bbfdcae2e1da8bcbc38c2f6e1d08a375c71f36e1391b4ba8fcb7ae,A,,background,weak,,none,
R00000388,f20564e507d3c432915b04f763e8fd7ff61bf7bdf1361069dcb6df96a3dd93da,A,,background,weak,,none,
R00000389,abcd89604e57e250d00ecb9ad8d68019c8506d82cf393af58d26f78995d14cf1,A,,background,weak,,none,
R00000390,acfbf21472d44465dfa75fc0e7bf604d86970b1b31f4089497988eea145ccd26,A,,background,weak,,none,
R00000391,681bfaabcf58eae1c12dfd3dfab44833c497a83317e030e2bb5fb086236f5f19,A,,background,weak,,none,
R00000392,d8808725ea07fc53fcf20478497f7a804773048263dc47a8511e7bae0ea37575,A,,background,weak,,none,
R00000393,24ea43981c35c57f9f10c9d86c65be75e7275edc1f07b8412ad835ad9b9555ac,A,,background,weak,,none,
R00000394,4ab71353a0790376403f783ea22d6df9f818ffbd7470db5c5cbe366d93eb5b30,A,,background,weak,,none,
R00000395,b5ce2f1411e3ab03ccc571fae37160fb251717bee55313d1231b836bc11fa633,A,,background,weak,,none,
R00000396,4afe34733800634fb0fbcf11a38ff9664886701dfbf15f199e44ff22fb2acb6a,A,,background,weak,,none,
R00000397,e7c34afc624485373795e5a2b707187dacafa5633151419a474a1cdf76065615,A,,background,weak,,none,
R00000398,5cb2782c11e385ccbbc2caad7dcef6b6377a9070b6a7cf831b275f95e61d8bd1,A,,background,weak,,none,
R00000399,f23bf36607cb2e6be4defa89b79202f9f69a2a25513139d9fe9fd53afc6d4af0,A,,background,weak,,none,
R00000400,29e833fc798a8b7aab01d1fc17b78f80bf3325f76f2216e69f14bc27c0cd3879,A,,background,weak,,none,
R00000401,7db846b32c03c13b6ae608bfaee20881c937fe038907a2ffbefc33837744d1ff,A,,background,weak,,none,
R00000402,0430140eb7aaaace47a8906e615ac6df76acd71d7681d753b79660faf4151ea4,A,,background,weak,,none,
R00000403,7680d903664180e8ed4849a4e61613786f15b40ccfab7095aa02afbe32e9ce5c,A,,background,weak,,none,
R00000404,ba295c858306f37cda65d775e4103c4d9b31a829e0fc2d13541e4c0b66b38e5b,A,,background,weak,,none,
R00000405,f4877fb9373a2be6b39048f906073a759bed412b5272eb120be77ba07a43e541,A,,background,weak,,none,
R00000406,2eaa4f97e0472e7a538602b9e871526ff84f25ca4a40162374383a7870c4b57b,A,,background,weak,,none,
R00000407,ba295c858306f37cda65d775e4103c4d9b31a829e0fc2d13541e4c0b66b38e5b,A,,background,weak,,none,
R00000408,984ff8afe4a586d96aff5b709290ff55e24f1b40b7c1803720294c76753fea9b,A,,background,weak,,none,
R00000409,688b6cd6c21ed84354a72c5051688eea85c0f2f4e4f392d9329923e1b2f0ec09,A,,background,weak,,none,
R00000410,9a21955abef3a7ca65fd94847da1c0df2c6aeb5bee44218d2a0b8d72feb3d870,A,,background,weak,,none,
R00000411,d7a3d160b46e84b2d51786f4617e01507caae94a5e1dc383942b29b8013c20ea,A,,background,weak,,none,
R00000412,15b73f760c1c4bcdb834bf197272e9ffc5ad166856539184e4d149bb9662d4e1,A,,background,weak,,none,
R00000413,1d92871e396c64eb4ebf1812561409e326c18395bce5922f8474b4da61ff6198,A,,background,weak,,none,
R00000414,3489a3a145e17818a3ff716a67cb79f07c8dd55a6709593f7c9de86d4e53b661,A,,background,weak,,none,
R00000415,f9052432a9fb250563d7ea24eeacfa2232d030da5bce2eed02bd7de5c3bb2752,A,,background,weak,,none,
R00000416,935fd2146f4475923f80d63daf4e93b5ef461bedbd13aa9b99ae50f24c8207e4,A,,background,weak,,none,
R00000417,8a12b10419475036c86d3f8c79af8e229ae867fdc0ff677003cda22a0003fff6,A,,background,weak,,none,
R00000418,7f883bf981a9775bff85c6c04459629ad540bc3160d2cc4bc09f543c1e98fe47,A,,background,weak,,none,
R00000419,ae129d109d2d0868fc35b0a896be8b731269c805a6dfb0a9c66150b9d3c08ad8,A,,background,weak,,none,
R00000420,2c469b9ec666989da51ad9e609715ff74e745c5801860dbf21786f00eff4aafc,A,,background,weak,,none,
R00000421,935ab3dfbf07dd87047bff9b3221869aabab5c599a4374d358f900b20cf980c7,A,,background,weak,,none,
R00000422,85b17ed6794cd93dcb534d035a5eb3388f6fa121cf25a764759659f3f4ad460b,A,,background,weak,,none,
R00000423,debbf4a56d601344797aab9c260e55ddc9ff2757d4b1d0c915e2aa01f80d35b5,A,,background,weak,,none,
R00000424,e7be6389412712933b82e7be7dcea8f13e9d6e1cf934331a9dd8f778040b249a,A,,background,weak,,none,
